,text,label_sentiment
21795,"We have visited South Korea for 14 days for the first times and we have changes 3 hotel totally and this hotel is the worst amongst,  maybe the worst amongst the previous.  Check in: We reach hotel around 1pm with 2 kids and 4 big luggage. It's on weekday cant check in first. Need wait till 3pm. Ok we drop the luggage and went out around. One day waste for waiting hotel room. Ok, ask for higher floor with best view, asked me sign a letter declaration no smoking in the hotel and room if not fined 200,000 won. Check in the room not facing the requested directions and view, and the whole room full of smoking smell. Hey , are u kidding with me. Just asked me signed said this is very serious ur hotel no smoking and fined me but u give me a family a smoking room. Without hesitation I take the 4 big luggage go down and asked for room change immediately. On second day of stayed, we asked for extension till 6pm on our last day which is another 3 days staying caused our flight on midnight not good bring kids waiting outside. Say will reply us tomorrow. I told them we normally will granted by other hotels during our travelled for charging us half day rate which is fair, but no reply until on last day of staying we went there ask again only very reluctant told cant until 6pm even we pay half day. He only allow us stayed until 1pm. On last day of staying when we busz packed our luggage they called on 1230pm asked why we didn't check out yet. What's a funny front desk.  In room: Shower room is transparent and can see clearly during bath. So if u coming with family not recommend. One day when we back to hotel around 9pm we discovered the window almost fall down the front desk come up and felt worry also but no maintenance ady. She asked us stayed in another room tomorrow stay back again the same room. We found very weird lo. Why not just change the room for another 2 night stay and want stay one night there one night here.  Is it easier to change the room so easy? We suggested if really cant solved the issues just change us to new room even we are very tired changing room but we dont know what will happened to the windows as current weather are very windly and cold.   Housekeeping:  After 2 days stayed we ask to clean the room. As after we come back the windows become like fall down. Ok at the end u come to explained back to us after 30 minutes that's yr design but its unacceptable u as staff u not replied in prompt that's yr design only come back after 30 minutes u and we worried?. Ok housekeeping didn't change all the toiletries,  no refill water, the rubbish not throw out lo, only windows they have touched as I remembered I have open a bit and u closed all.   Checking out: As mentioned they not allowed for extension till 6pm for half day charge. After we check out we go out walk and shop. Back around 4pm ask for taxi, no helper at all they said demonstrating are on the street. Ask us push the big 4 luggage to the street try to get the taxi.   Amenities: No coffee inside the room too.   Location: 8-10 minutes walk to city hall line 2. Near namdameun and quite far from myeongdong around 15-20 minutes walk. Surrounding got e mart 24 hours, 7-11 and cu. Restaurant not many.   Conclusion would not recommend to anyone of u as they are so many choices around! O ya, on my last day staying I want to celebrate my wife birthday by just sign a song with birthday cake, I go down and told them my wife is birthday can lend me a lighter they told not available ask me go to emart buy. From all these u can see how they attain to the guest and so bad their service attitude! Very unhappy stayed!",1
64008,"We stayed for 4 nights. The hotel rooms and facilities in general  look quite dated and require refurbishment.   Hotel concierge is not attentive. They told us that some places are 5 minute walking distance, which turned up to be a walk of 20-25 minutes uphill with lots of stairs. For other inquiries for boats to the islands, they asked us to google them. It is not what you would expect from an upscale hotel!",1
2927,"This hotel was suggested to us by ETS and we told them that we wanted to go to a hotel as we went on our honeymoon. I have not seen any hotel like this before because there is nothing to do. No children animations, no adult animations, no activity that you can do. We asked ETS and the hotel, ""We want to go there but in this season you can close some activities and we want to be sure that you can still continue the summer season"" then they said, ""Yes, we still continued the summer season and we did not pass the winter season yet"". According to their answer, we booked the hotel but we could not do anything because almost everywhere was closed. If you do not supply decent activities or animations, etc so do not accept bookings, OK? People do not earn their money to throw into a garbage. The staff was very uninterest, there were many flies and cats at the food court even one of the cats pooped at the food court. There is one place children can play and also the staff is uninterest. Almost every staff was morose. I can not understand why you are working in such a hotel If you will be morose. The biggest issue that we faced was that my wife got sick. Last day of our holiday, my wife got fever before leaving the hotel. We had to go hospital on our home way because she has fever of 39.7 Celcius. The doctor said she got an infection. I think she got that from the pool or food because only two things were that you can do in the hotel. I absolutely do not recommend this hotel, If you want to go there think ten times at least.",1
39702,"I came to Seoul for my birthday together with my 5yo. This is our first time in Seoul, and also her first time travelling in winter. I chose this hotel because we had a great experience at Solaria Bangkok. However this hotel is a let-down. From location to room-size to the STAFF. While the staff at Solaria Asok were welcoming and kind, the staff at Solaria Myeongdong were rude and unkind. My girl was exhausted from yesterday’s long walks and movie which ended late (there was only ONE screening of 4dx Ant-Man at 8:30pm, which ended close to 11pm). By the time we got back to the hotel and washed up, it was past midnight. Today we both got up late, especially her, couldn’t get her out of bed. But barely 10mins after she’s up and  we got calls from reception urging us to check-out. At 12:15pm, I was told to check out by 12:30pm or pay extra. I told them my situation and said I’m doing my best to get ready and leave. At 12:30pm, I got another call and I had to beg for an extra 10mins (to finish packing). The lady who called said ok, if I’m not checked out by 12:40pm, I have to pay 22,000krw per hour. It was a very stressful stay, is all I can stay. (And hopefully, I didn’t leave anything behind in my rush to get out of the room.) Having worked in hotels myself, and coming from a hospitality background, this is truly disappointing. Go elsewhere if you have young kids and/or big heavy luggage (quite far from the metro and some parts are stairs-only… we were lucky strangers helped us with the luggage)",1
39274,The lodge is maintaining its standards despite the challenging times the economy is passing through. there is need to improve on power reliability and the lodge to look into solar energy as a long term strategy.,1
45480,"As a business/event partner/venue, Ritz Carlton has never disappointed given the top notch event organization capacity, service standard, professionalism, amd of course location itself is a big plus as well.   But as for individual guests, I have to say this time the experience is a bit underwhelming as my third time here.  First of all, the hotel needs a renovation. The rooms and facilities are old. Not the old-charm heritage type of old, but worn out. Service has also become average. It doesn't feel like Ritz Carlton, although the brand has done all it can to undermine that Marriott ownership, which I don't blame them. But it hasn't really delivered the traditional Ritz standard either. More English training is needed for front desk and concierge staff, otherwise this feels like a local chain. The housekeepers need to be more detail-oriented (i thought we are in Japan, excuse me?) to avoid constantly putting back empty toilet amenities without replacing them, or to do better in the night service.   Again, if this was for a normal hotel, I wouldn't have ranked four star. But it still carries the Ritz Carlton name, I would assume and expect higher standard. The only standard it never seems to miss is pricing.  To be honest, I wonder how this type of old-school so called luxurious hotels stay competitive in an environment that people's travel behavior has fundamentally changed. Anyway, not my problem. ",1
46869,"Hotel barely rates being just okay.  The location is beyond awful, we saw a man shooting up on the street from our window.  Filthy area, covered in graffiti and razor wire and  very sketchy. There are nice areas and this isn't one of them. We had a suite, the bathroom was tired and the floor in need of a good vacuum. Cheap touristy place in bad area. Run. Nothing 5 star about it.",1
28668,Unprofesional. It was someone sleeping in our dormitory bed when we arrived !!! when we complained (politely) to the receptionist... she got very unrespecfull... we asked for a change in the beed sheets to a new a clean ones and she finally give our money and tell us to go other place. .....   In so many years traveling never nothing like this happened to us.  for 30 $ more we end up sleeping in the Hilton in a private room...... happy ending but....  green tortoise hostel...... never ever again!!!,1
36917,"Overall, the stay at the Courtyard by Marriott in Al Barsha was ok. We stayed for 10 nights at the beginning of April 2023. The location is within walking distance of the Mall of the Emirates and a short drive from many attractions in Dubai. The bed was very comfortable and the pool on the rooftop was a nice place to spend the afternoon as it received a lot of sun throughout the day. Unfortunately, the same playlist of about 10 songs was on repeat during our entire stay -- which got a little bit annoying after a while.   There were a few notable issues during our stay that need to be addressed.   1) We could hear a lot of noises through the walls -- people speaking next door, guests passing by in the hallways, and the ""ding"" sound every time the elevator reached a floor.   2) The bass from the Oak Bar on the ground floor could be heard/felt all night (almost every night) in our room on the 5th floor. We informed the reception desk that we were disturbed by this and the response was, ""It only lasts until 3 am"".  This was not acceptable for us since we paid to sleep at the hotel and not go to a club.  3) The housekeeping services were severely lacking. We did not ask to have our room cleaned every day, but when we did there were times when the room was not cleaned after we were out all day and we had put the ""request housekeeping services"" light on before we left the room in the morning. Towels missing after every time they cleaned, (specifically no hand towel or floor mat/towel), and shampoo and body soap were not refilled. One time, there was a dirty cleaning towel from the housekeeping staff forgotten in our room.   4) In general, the room felt a bit tired and old as there were cracks in the tiles and coffee table, rust on the soap dispensers, stains on the chairs, the weighing scale was not functioning, and in some places, mold could be found around the edges of the walls. Humidity within the room was definitely an issue and not one that could be fixed by constantly blasting the AC.   This was actually our second time staying at the Courtyard by Marriott in Al Barsha and it feels like the overall standard has dropped. The hotel is rated as 4 stars, but given the numerous issues that we had, it felt more comparable to some 3-star hotels we have stayed at in Dubai.   ",1
16242,"Stayed for 5 night with my family, our room was filthy. Our  room was never cleaned in those 5 nights, even though we’d requested several times￼. No clean towels, phone didn’t work ,  no bedding on the beds , tap was broken, paint falling off the roof , and the hair dryer falling off the wall . We had to wash the bathroom out before we could use it . That was the upgrade room the first room they gave us was so bad that I wouldn’t even put my dog in . The manager was in the office speaking to 2 young woman , but wouldn’t come and speak to us . The front desk staff is so used to complaints that they aren’t even bothered , they just make excuses that the manager isn’t around when he’s just hiding out . They also charge for amenities every night , but WHAT AMENITIES?? The restaurant is hardly ever open but that’s probably a good thing. The pool is so dirty not one person used it while we was there .  Even the air conditioning was broken. Please stay away from it don’t ruin your holiday!!!",1
35767,"So, here's the issue:  I have a cane and they ""instinctively"" placed me in a handicapped room. I didn't ask for an accessible room. I never saw one thing on Hotel Tonight telling me I'd get one. But of ALL of the rooms available at 3 pm, the ONLY one was a handicapped room....first time in my Hotel Tonight experience (and I'm a Perk Level 15).   Once settled in this room, it was simply too challenging with the trucks below and the baby in the adjoining room....and they said that they were ""sold out tonight and no other rooms are available.""    Of course they weren't, especially after the visual bias I experienced by check in.  As for this room: **3 lights didn't work on the wall. **The noise in the alley (where this room faced, abutting an unoccupied run-down building) was ridiculous from trucks backing in....two at 11 pm! **The ONLY shade in the room and on the window was broken, with a snapped pulley  And so:  As I consider whether I'm posting this to ADA-related websites and social media platforms, don't let this place fool you. Other than the location of the property, I found this to be the last time I'll ever stay at an Aloft and will tell my company to send out an email telling its employees to do the same. ",1
54699,"I was no impress the hotel is more like 1 to 2 star is a old art decor building that needs a lot of attention in details  look at the pictures The lamps in our nigh table didn't work, no soap in the dispenser,the parking is 5 block away and is $20 ,no recommend to older people because is very stressful parking  download and go to a Upstairs with no help the front person only works until 5pm so you can't complain about anything,the breakfast is a joke I won't recommend this one to anybody ",1
63050,"The rooms were spacious, clean, comfortable. But we were dropped off at reception, and the rooms were in a house 2-1/2 blocks away, across a busy street.  And once we got there, we had to lug our bags up 5 flights of stairs.  My parents who were traveling with us are in their late 70s and early 80s, one with a recent hip replacement, the other with shoulder issues. The other two of us aren't young either.  Breakfast was in the building with reception.  And a few days there were waits to get seating for breakfast.  Most mornings, we either waited for seats or were guilted into hurrying our breakfast to make room for others. But we got extra towels when we asked and the rooms were clean, spacious, and comfortable. The ladies at reception connected us to a car service for rides from and to the airport.",1
62895,"One would think we wouldn't have to choose between a nice lobby and a clean, functional room when staying at a luxury hotel. That was the case for us at Corinthia, and this hotel was our biggest disappointment with our lodgings on this trip.  Make no mistake, the lobby and other common areas are outstanding. The staff are courteous. But the rooms, with the mold on the wall, stains on the couch, and no air conditioning are a disgrace for a place of this caliber.   Our room temperature was between 23 degrees and 24 degrees the entire stay. We had a technician service our air conditioning the first day we arrived and although assuring us that it would cool down, did not. Other customers were also complaining about the temperature upon our check in.   The Manager offered to move us to a different room and said he personally checked a few of them, and this one was the coolest. Upon checking it, it was 23.5 degrees and we just decided to stay put. Clearly, they should not be advertising this hotel as having air conditioning. I cannot even imagine what the temperature might be during the summer.  The included breakfast and access to the Executive Lounge were both excellent. We are inclined to avoid Corinthia Hotels in the future based on this experience.",1
52622,"I needed a hotel close to the airport area recently, as I have a client who’s office is in that part of town. I usually make a day trip to Austin for my work, but this past trip required an overnight stay. Location was convenient to where I needed to be. Hotel room was clean, breakfast was decent. Ample parking. For a business trip, it was a good choice. For fun, I would stay in another part of town! ;)",1
47176,"Our experience was disappointing.  The staff didn't follow through on their many promises for additional services.  A room upgrade was offered, and we agreed, but were taken to the original Superior room that I had booked.  (If the room we were taken to initially was a Superior, I don't want to think about their Standard room.)",1
21443,"Our first stay at the Stewart started poorly but Bernard saved the visit.  When we arrived there were several deficiencies, the blind fell off in my hand, the television didn’t work, there was no phone in the room and even though there is a “kitchen” there was nothing in there but on fry pan.  No cutlery, plates, glasses - nothing! A maintenance employee responded and he was fantastic!  His name is Bernard and he went above and beyond to make things right for us.  Is the Stewart wants to teach customer service they should have Bernard in charge! I might stay again because the location is great, but it is a very tired old property and needs a lot of TLC.  As an example, when using the toilet in room 1427 you are facing the washroom door.  It was filthy, covered in old dirt and coffee stains.  That stays with a visitor because it is what you see every time.  Maybe not a task for housekeeping, but, maintenance should have “task force” that deep cleans these rooms on a rotational basis.  For $400.00 a night guests deserve cleanliness.",1
66075,"This place is a tourist attraction of a lobby and joke of a hotel.  Go in and grab a mini champagne bottle. Get your selfie with the tree & gingerbread house, then leave. I regret making the effort to stay here while trying to have a nice weekend with my partner. All inside dining options are first come, first serve (no reservations for parties of 2). You would hope a hotel restaurant would take care of its guests, but you'd be wrong. We were not seated for dinner at 5:30pm (2.5hr+ minumum wait for a 2 person table). We were not seated  at all for breakfast @10:20am. Our only options were the breakfast bar to place a to-go order or go back to our room for service. Being already dressed and inside the dining hall, we chose the ""to-go"" bar. Which actually meant standing around the bar for 45 minutes, watching set tables for 2 all around us go unused the entire time.  After a half hour of us dodging servers and bus carts, I asked to have the order sent up to our room but was told, ""No.""  Treat yourself to one of the cities' nicer boutique hotels. This place is a caricature of something that once was. It's more of a poorly run madhouse than a luxurious bustling hotel with a holiday spirit.  12/10/22.",1
6832,"The City Plaza hotel is an efficient hotel. We stayed in room 1001, which is a very small room with a single double bed. Room door is 33 in. wide. Bath door is 34 in wide. Bathroom is large, approximately 6 ft x 6 ft with a roll-in shower and roll-under sink (27 in clearance). Tub height 18.5 in. Toilet/Bidet ht is 15.5 in, seat up. Bed height is 18 in.",1
43342,"On this occasion, I have taken extra care to write a candid, truthful and complete review of my stay in fairness to this hotel.  I see the struggle between good and evil play out in this hotel: they have some great people on staff and some hostile people.  I prefer the hotels along Castle Peak Road over the tiny rooms in the noisy, busy shopping districts. This hotel is in a quiet location and the view from some of the rooms is great.  I set up a corporate account with the Royal View Hotel. This was my first visit to this hotel for 12 nights.  Usually I stay two weeks or more in Hong Kong.  My stay didn't start right.  I got a room that was not nice.  I got more comfortable due to the kindness of one Team member. More about that later.  Unfortunately I left the hotel ANGRY half way through my reservation.   The hotel public areas are clean.  The rooms are not clean (please see the photos).  My room door had a hidden but faulty hydraulic door closer and each time I forgot to slowly close the door, the neighbors experienced a rude awakening measuring about 7.9 on the richter scale. They fixed that after I left my initial review on TripAdviser.  The short young man that brought me the bottled water was really rash and hostile when he asked me to check the door closer and how well it now worked after it had been repaired.  Obviously he was unhappy I had pointed that out.  The staff are mostly friendly but two people stood out from all the rest:  1- Mr. Gary Fong is a hospitality industry star. He understands guest needs and is personally committed to make guests happy.  I was given a room with a large stain on the carpet. I pulled the lounge chair over it to cover the stain and in doing so I blocked my ocean view. Mr. Fong personally came up to my room, examined the stain, touched it to make sure the stain isn't recent (good management thinking) and offered me another room.  I really didn't want to inconvenience the hotel but he insisted that I must be happy in my room. I moved and I was happy with the new room.  I was grateful to him.  2-  Mr. Ray Ng, is the Assistant Director of Sales (Corporate).  He is a very professional Manager.  He gave me excellent service at time of booking the room.  I had another very positive interaction with him at time of check out in my moment of anger (I will explain later).    I had at time of check in nagged about the housekeeping service being twice a week but accepted that it was my fault for not reading the offer fully.  I respectfully suggested that corporate guests should get daily housekeeping service but the linen need not be changed daily.  When I published my first review on TripAdviser, a gentleman by the name of Eric called me to say that I would get daily room clean.  I thanked him and declined that kind offer because it was not fair to the hotel.  I had agreed to twice a week of cleaning service.  I suggested instead that I would just get twice a week service (which was to be Mondays and Thursdays) unless I left a Clean My Room sign outside for an extra day of cleaning.  Eric agreed to that.  The next day someone else called to say Eric was wrong to offer daily cleaning and they'd only clean twice a week.  OK ...I went along.  Eric kindly offered to replace the used Bottled waters daily.  Given that the hotel is far from shops, it's unreasonable to expect guests to buy Bottled water and carry it.  I was grateful with that arrangement.  I informed them that by around 10:30 I would be out of my room.  This was done everyday.  Thank you.  Let me point out: I keep my hotel room clean, wherever I stay. I worked in hotel industry for 11 years and I know how to make my bed professionally.  I usually never use or take the hotel amenities (soap, shampoo, tooth brush, slippers etc).  To clean a stay over room (Guest not checking out yet) takes about 15-20 minutes.  I estimate it would take five to eight minutes to clean the rooms I occupy.  I take out my own trash.  I wipe the surfaces clean.  I just need a change of bed sheets and one bath towel on the floor.   On my first night of stay (tired from a long intercontinental flight) I got a loud knock on my door at 2:30 am.  It was some obnoxious lady that mistakenly knocked on my room and she went to the next room.  From then on I would hang the Do Not Disturb sign until I leave for work the next morning.  Despite the Do Not Disturb sign, I would get a knock on my door each day around 10 am (or sometimes a phone call first) asking me to open the door and they'd kindly hand me bottled water.  I did not mind that.  I gave a tip on most days to the housekeeping staff who brought that water (except to the angry short young man).  Thursday came and Housekeeping Department called to say they'd clean my room on Friday instead.  Not a big issue, I agreed.  On Friday my room was cleaned.  Everyday that the maid service would be in, I left a tip on the bed.  This is  more equitable way of thanking the people who take care of you, rather than leaving a large tip at the very end of your stay for one lucky person.    By Monday my bed sheet really needed a change as I had perspired a lot and my towels were all used up.  I had showered a few times a day in that hot weather.  I got a call from Housekeeping advising that they would not be cleaning the room on Monday.  I asked why?  They said they tried to clean my room on Saturday but there was a DND sign!  Since when did the DND sign matter?  And who ever decided the room would be cleaned on Saturdays?  It was to be Mondays and Thursdays.  No one ever told me about a change of date to Saturday!  The less-than-kind lady on the phone said there is only one way to get the room cleaned: pay for the cleaning service.  I was now upset.  I told her there was another solution: I was going to check out.  I do not need to argue with her.  So I packed my luggage and papers and went to lobby.  I was informed that they'd be charging me if I checked out after 11 am.  This was subsequently extended to noon.  In the lobby I began looking for another hotel.  Mr. Ray Ng kindly invited me to coffee and wanted to hear me out.  I asked him how many rooms does a housekeeper clean in one day?  He said around 25 (this is true in Asia.  In N America they are expected to clean 16-20 rooms).  I told him based on that figure the average cleaning service would cost the hotel less than US$1 per room.  What were they doing upsetting guests for something so cheap and basic?  He assured me that instructions had been sent to the Housekeeping department to clean my room daily and somehow they missed that instruction.   I politely told him no guest request for a room cleaning service should ever be declined, especially if you have a corporate guest staying 12 nights in what is purported to be a Four Star hotel.  I left that hotel half way.  That translated to a loss of about $600 of revenue for which he had worked hard, because some poorly trained  person in Housekeeping Department felt powerful refusing to clean the room and didn't care about upsetting the guest.  After all I was merely wanting to get my room cleaned on the days they had scheduled for me and promised.   I also told him their hotel was tired and in need of a major renovation.   The location is far from the city center.  So they must deliver excellent service if they want return guests.    Ray graciously treated me to coffee and apologized repeatedly.  I appreciate that care and attention and effort to turn an upset customer into a friend again.  I explained that I would not be back but I was not nearly as angry after meeting him.   So... there is a big disconnect between one manager and another.  And I think there is some attitude of let's stick it to the guest when we can.  I was told in writing for every seven days of stay I would get two laundry token/coins.  Great.  I used the laundry one night but ran into a problem: there is a big green button on the washing machine and a sign with poor English grammar asks you to press that button if you wish to have no Detergent.  I did not understand that notice and pressed the button thinking it is green and Detergent will flow.  One of the security staff of the hotel was in the laundry room and saw what happened and with poor command of English explained that he could not modify that selection.  I went downstairs and paid HK$22 to buy another token/coin.  Mr. Fong was on duty and offered to send someone to run the machine a second time with detergent.  I declined.  It was my mistake.  I asked Mr. Fong to replace the signs but I bought an extra token for HK$22 and went back up to the laundry.  I waited until the machine completed its cycle.  I put my new token inside and failed to get the machine restarted.  My token was gone.  I lost patience and brought my damp clothes to my room.  On my check out, I asked if I could return the extra laundry token/coin and the young lady at Front Counter gleefully reached out her arm to take my token as she explained there would be no refunds.      The shuttle service for this hotel is quite good.  Room sizes are comfortable, not congested.  There is no luggage support stand. They have a complete set of toiletries and towels in the bathroom.  A little store provides some basic stuff and pastries.   My room was on the 19th floor.  The elevator serves the 18th and 19th floor which basically means you have to walk up or down around a dozen steps to get to your floor after you exit the elevator.  For corporate guests, there must be some minimum amenities. For example a business center is a good thing with a couple terminals and a printer. This hotel has no business center and one would need to send the document to front desk for printing at cost of HK$5 per page. To me HK$5 for first page, then HK$1 for subsequent pages is reasonable. Also, there are times when confidentiality doesn't prefer the document to be handled by others. With a $1,000 investment, a quiet corner can be turned into a business center.  No business Center here.  That night I had one of our company directors arriving and I needed to book an extra room.  Instead I wasted a half a day of my time checking out, taking a taxi and checking into another hotel.  I wrote to Mr. Ng: “Tonight I have another guest arriving who needed a room.  I was about to call you but I will book him into another hotel where he will be treated with honesty and respect. I am not staying here again.”   I moved to another hotel in Tsuen Wan area and will return to that hotel on my next trip in three weeks time.",1
62566,"Read reviews first and chose this place based on the location to my business meeting but also the food reviews. The room was warm with a really noisy air conditioner. There are a lot of stairs - be warned!  The pub was actually dead (it was a Tuesday night but in the middle of a  residential area). Despite the quietness of the kitchen, our food was burnt and overcooked,  and disappointingly small for  the price.",1
63235,Lift broke down first day on the way down... I called maintenance in the lift and they got us out about 5 mins later so no panic on my side. Regarding the current location...because the road access is not complete it takes a bit of time to walk to the riverside etc. even the taxis are still not fully aware of the hotel address...,1
63373,Our room was very worn and moldy. As I’m allergic we asked to change rooms and we got a ok but dated room. Lightbulbs are not working in this room either. Oh yes they didn’t work in last rooms bathroom - now it’s the pictures that are missing light…  on a positive note I got in to their eating in darkness restaurant after a few hours on a waiting list. We’ll try it tonight.,1
8427,"Cons You have to pay extra to watch TV, and I mean just to watch TV, nothing special,  never seen this option before.  This payment is Daily. You have to pay extra to use the pool, and being a family this charge can be even more expensive than the room itself.  I'm talking about week days, because during the weekends the price is even higher!!!! Of course breakfast is additional as well.  Is not a nice buffet,  just a continental option..  Closest metro station (Toyocho) is about 15 minutes walk, not a big deal unless is summer time...these 15 minutes were hell every day..  Pros The hotel is part of small mall/restaurants area, it means just taking the elevator takes you to a good supermarket, drugstore, bakery or restaurant, where you can actually have a good breakfast/meal.  Others The rooms are small, I had to take 2 rooms to accommodate my family The area (once in the metro) is fairly distanced from nice areas like skytree, ginza & shibuya. ",1
14433,"The RIHGA Royal Hotel is an upper-level hotel characterized by friendly service and its location on Nakanoshima (island) in central Osaka. The location is, well... complicated, for several reasons. It's not really close to anything of the note (besides the Convention Center), and although Nakanoshima station, a private rail line, is nearby, it's not the most useful public transportation in Osaka - certainly not as convenient as being close to the metro, which is about a 15-20 minute walk off of the island. If this type of thing doesn't matter for you, this is a better choice. The atmosphere does feel a little more like a business hotel, although I did see a fair amount of families. The neighborhood is prettier at night.   There is a handy free shuttle bus that makes the 20-25 minutes drive from JR Osaka Station to the hotel. You should save a map of the pick-up location, as JR Osaka Station is pretty expansive and could be confusing for a first-timer. Once I arrived, the friendly staff quickly greeted me; check-in went smoothly and I had no issues communicating with the front desk. There appeared to be many international guests in the modern, spacious lobby. There are a plethora of shops inside the complex, and they all looked expensive.   I found an online deal for my room, which I suspect contributed to it not being too large, but it was comfortable and clean nonetheless. The free wifi worked ok, and the TV wasn't very big, but acceptable. I had a double bed I believe, and I slept alright. The bathroom is the typical standard sized Japanese affair, which was good enough, and the amount of sink space wasn't bad. The housekeeping seemed fine, and the staff responded pretty quickly when I requested an ironing board and iron. Checking out on the last day went without a hitch. Overall, this is a good hotel; due to the location, next time I would probably stay at a hotel closer to the metro, but you could certainly do worse than this place.",1
7294,"‏The service was bad , the cleaning was not consistent, some times the waste Ben is left full ‏Their are no food varieties , the butler takes long time to respond ,their is no Wifi in the rooms , ,,,the beach & water activities were great and fun .",1
59464,If you are looking for the Tokyo city experience this is not the place to go. The place is a good walking distance from a local train station and when you are towing roller bags at 9 pm it seems to be a long ways away. No local restaurants were around since you are in a residential area. Once we got train passes and station locations worked out it was a quiet relief from the active city sights. On our way back through Tokyo we stayed very close to the Tokyo train statino and that was a little better for us.,1
38462,"This hotel is terrible and in very bad shape.  Despite the Ibis being located adjacent to the airport, it was still a 30 min drive through some sketchy back alleys to get here.  The room was old and worn out.  The AC unit wasn't working and the overall layout of the property was crowded and in a constant state of disrepair.   I had a flight the next morning and I needed a place to stay overnight.  The Jarkata Airport Hotel was closed for renovations.  I normally stay there.  Avoid the Ibis Styles at all costs.  Anara is a newly opened hotel that is located in Terminal 3.  Stay there instead.  The free hotel shuttle was severely cramped and stuffy.  The AC unit wasn't working on the shuttle either.  The staff was amazing and very friendly.  I want to especially thank Henri in the bar/cafe for his cool, refreshing smoothies.",1
26014,This was my second time visiting an Excellence resort. The only issues we had was losing electricity everyday multiple times and the air conditioning not working correctly. Our room was hot and humid. ,1
16869,"1 nights accommodation. Entrance is grander than our room. Has a large swimming pool and great little bar on 26th floor.  It was good to see Pepper the little Japanese robot again. 😜. The concierge spoke English which was handy. Staff helpful, and hotel close to Juso station.",1
21375,"Being a Centara Privilege member,  for which we paid 5000 baht, meant nothing to the hotel.  We had e-vouchers we could use for food and drinks and we were constantly denied this, to the point we got fed up and just signed room service bills for full amount.  I emailed the main Privilege club office to complain, and only then was this sorted.  By then,  it was too late,  we had lost faith and avoided eating and drinking at the hotel. Breakfast options, great, if you're a non-veg! However,  even for the non-veg, although plenty of options, it was the same options every day, which can get boring after a while!  We had tiny ants in our room that got into the snacks, which we had to bin.  They often got into the bed too and you would feel them bite you.  The hotel is old and dated.  I understand Phuket is still only just recovering after covid, but,  with a little care and maintenance, this could be a great hotel due to its prime location in Karon.",1
61998,"I stayed with my husband for 6 nights. I have stayed there many times before. The main advantage of this hotel is a bit of peace and sanity in the centre of Athens and a large outdoors pool. Two things that I always thought needed TLC: a/the carpets on the floors (ideally they would be replaced as they are old and stale and there is a smoke smell in some floors), b/the inside of the pool. As nice as the pool is , it needs painting as it’s always white and flaky inside. The main issue with our stay was a sense of reduced services attributed to Covid. In room dining arrives in plastic containers (almost like on a plane) and plastic glasses but a seabass main course still comes at 32 euros a head. We ordered a decaf coffee one evening and a plastic cup with hot water arrived and a sachet of coffee. We refused to pay for that which would have been free before if in room facilities were present in the room. The pool restaurant is also closed and food comes from another restaurant in the hotel. Laundry is not available over weekends. We were helped to the nearest launderette where we did our own washing. There were some computers at the lounge but the printer was not working so you had to send everything to the reception desk.  I don’t quite understand how they can’t serve food in proper plates and cups in the room when all restaurants are open in Athens and they don’t serve you in plastic containers.  The prices are the same but what you get is less for your money. A shame as I used to be a regular customer but I’ll think again next time.",1
61265,"Apathetic service. No one answers the phone. Front desk staff is brusque. Housekeeping and cleanliness levels are questionable. Four points in India is functional but also efficient. These guys treat customer service like an obligation they are fulfilling. At $300 per night, you’re better off spending a little more and staying at JW Marriott",1
67074,"i found a condom's envelop, that being used.. in my room , and it was there for 3nights ( as my stays) i found before checkout and report to them. First they denied that they have SG clean and they are always cleaned. Then i requested them to check with CCTV camera, in case someone did something to me while i sleep( as i there alone)  The in end they called to confirmed that noone entered to the room and it was from they didn't clean enough..",1
10055,A very basic motel that is ok for one night. Positives: - the employee at check in was very friendly - reasonable rate - large room that includes a table and chairs  Negatives: - the room did not have enough bath towels (two; we had three people) - the soap dispenser in the bathroom was empty - small bathroom with only a tiny shelf - Pastries at breakfast weren’t very good. I can’t remember when I’ve had worse coffee,1
32615,"It's very small room but it's ok. Just like Japan's business hotel. It's very clean room, specially so quiet. The HK was very cloudy and noisy.  The host was very kindly person.  If i go HK again, i will this hotel again.",1
23438,Ok-ish hotel. It needs a refresh ... public and rooms areas. Staff average and barely aware of Hyatt frequent guest program.  Breakfast excellent.   Wifi overall a disaster keeps disconnecting. No wifi in the restaurant. Club lounge good views but bad service and food.   Nice spa and gym   Too expensive for what it is. ,1
50666,"We were only in Seoul for one night after coming from the Olympic Games in Pyeongchang and we wanted to experience the city. The Prince Hotel Seoul is right in the heart of the city, very close to subways, taxis, the main shopping centers, restaurants and a 5-minute cab ride from Seoul Tower. The hotel itself is clean, rather stylish, affordable and the staff is terrific.",1
